id,cname,continent
1031,Marquette,unitedstates
1032,Marshall,unitedstates
1033,Martin,unitedstates
1034,Martinsville,unitedstates
1035,Mason,unitedstates
1036,Massac,unitedstates
1037,Matagorda,unitedstates
1038,Matanuska-Susitna,unitedstates
1039,Mathews,unitedstates
1040,Maui,unitedstates
1041,Maury,unitedstates
1042,Maverick,unitedstates
1043,Mayes,unitedstates
1044,McKean,unitedstates
1045,McClain,unitedstates
1046,McCone,unitedstates
1047,McCook,unitedstates
1048,McCormick,unitedstates
1049,McCracken,unitedstates
1050,McCreary,unitedstates
1051,McCulloch,unitedstates
1052,McCurtain,unitedstates
1053,McDonald,unitedstates
1054,McDonough,unitedstates
1055,McDowell,unitedstates
1056,McDuffie,unitedstates
1057,McHenry,unitedstates
1058,McIntosh,unitedstates
1059,McKenzie,unitedstates
1060,McKinley,unitedstates
1061,McLean,unitedstates
1062,McLennan,unitedstates
1063,McLeod,unitedstates
1064,McMinn,unitedstates
1065,McMullen,unitedstates
1066,McNairy,unitedstates
1067,McPherson,unitedstates
1068,Meade,unitedstates
1069,Meagher,unitedstates
1070,Mecklenburg,unitedstates
1071,Mecosta,unitedstates
1072,Medina,unitedstates
1073,Meeker,unitedstates
1074,Meigs,unitedstates
1075,Mellette,unitedstates
1076,Menard,unitedstates
1077,Mendocino,unitedstates
1078,Menifee,unitedstates
1079,Menominee,unitedstates
1080,Merced,unitedstates
1081,Mercer,unitedstates
1082,Meriwether,unitedstates
1083,Merrick,unitedstates
1084,Merrimack,unitedstates
1085,Mesa,unitedstates
1086,Metcalfe,unitedstates
1087,Miami,unitedstates
1088,Miami-Dade,unitedstates
1089,Middlesex,unitedstates
1090,Midland,unitedstates
1091,Mifflin,unitedstates
1092,Milam,unitedstates
1093,Millard,unitedstates
1094,MilleLacs,unitedstates
1095,Miller,unitedstates
1096,Mills,unitedstates
1097,Milwaukee,unitedstates
1098,Miner,unitedstates
1099,Mineral,unitedstates
1100,Mingo,unitedstates
1101,Minidoka,unitedstates
1102,Minnehaha,unitedstates
1103,Missaukee,unitedstates
1104,Mississippi,unitedstates
1105,Missoula,unitedstates
1106,Mitchell,unitedstates
1107,Mobile,unitedstates
1108,Modoc,unitedstates
1109,Moffat,unitedstates
1110,Mohave,unitedstates
1111,Moniteau,unitedstates
1112,Monmouth,unitedstates
1113,Mono,unitedstates
1114,Monona,unitedstates
1115,Monongalia,unitedstates
1116,Monroe,unitedstates
1117,Montague,unitedstates
1118,Montcalm,unitedstates
1119,Monterey,unitedstates
1120,Montezuma,unitedstates
1121,Montgomery,unitedstates
1122,Montmorency,unitedstates
1123,Montour,unitedstates
1124,Montrose,unitedstates
1125,Moody,unitedstates
1126,Moore,unitedstates
1127,Mora,unitedstates
1128,Morehouse,unitedstates
1129,Morgan,unitedstates
1130,Morrill,unitedstates
1131,Morris,unitedstates
1132,Morrison,unitedstates
1133,Morrow,unitedstates
1134,Morton,unitedstates
1135,Motley,unitedstates
1136,Moultrie,unitedstates
1137,Mountrail,unitedstates
1138,Mower,unitedstates
1139,Muhlenberg,unitedstates
1140,Multnomah,unitedstates
1141,Murray,unitedstates
1142,Muscatine,unitedstates
1143,Muscogee,unitedstates
1144,Muskegon,unitedstates
1145,Muskingum,unitedstates
1146,Muskogee,unitedstates
1147,Musselshell,unitedstates
1148,Nacogdoches,unitedstates
1149,Nance,unitedstates
1150,Nantucket,unitedstates
1151,Napa,unitedstates
1152,Nash,unitedstates
1153,Nassau,unitedstates
1154,Natchitoches,unitedstates
1155,Natrona,unitedstates
1156,Navajo,unitedstates
1157,Navarro,unitedstates
1158,Nelson,unitedstates
1159,Nemaha,unitedstates
1160,Neosho,unitedstates
1161,Neshoba,unitedstates
1162,Ness,unitedstates
1163,Nevada,unitedstates
1164,NewCastle,unitedstates
1165,NewHanover,unitedstates
1166,NewHaven,unitedstates
1167,NewKent,unitedstates
1168,NewLondon,unitedstates
1169,NewMadrid,unitedstates
1170,NewYork,unitedstates
1171,Newaygo,unitedstates
1172,Newberry,unitedstates
1173,Newport,unitedstates
1174,NewportNews,unitedstates
1175,Newton,unitedstates
1176,NezPerce,unitedstates
1177,Niagara,unitedstates
1178,Nicholas,unitedstates
1179,Nicollet,unitedstates
1180,Niobrara,unitedstates
1181,Noble,unitedstates
1182,Nobles,unitedstates
1183,Nodaway,unitedstates
1184,Nolan,unitedstates
1185,Nome,unitedstates
1186,Norfolk,unitedstates
1187,Norman,unitedstates
1188,NorthSlope,unitedstates
1189,Northampton,unitedstates
1190,Northumberland,unitedstates
1191,NorthwestArctic,unitedstates
1192,Norton,unitedstates
1193,Nottoway,unitedstates
1194,Nowata,unitedstates
1195,Noxubee,unitedstates
1196,Nuckolls,unitedstates
1197,Nueces,unitedstates
1198,Nye,unitedstates
1199,O'Brien,unitedstates
1200,Oakland,unitedstates
1201,Obion,unitedstates
1202,Ocean,unitedstates
1203,Oceana,unitedstates
1204,Ochiltree,unitedstates
1205,Oconee,unitedstates
1206,Oconto,unitedstates
1207,Ogemaw,unitedstates
1208,Ogle,unitedstates
1209,Oglethorpe,unitedstates
1210,Ohio,unitedstates
1211,Okaloosa,unitedstates
1212,Okanogan,unitedstates
1213,Okeechobee,unitedstates
1214,Okfuskee,unitedstates
1215,Oklahoma,unitedstates
1216,Okmulgee,unitedstates
1217,Oktibbeha,unitedstates
1218,Oldham,unitedstates
1219,Oliver,unitedstates
1220,Olmsted,unitedstates
1221,Oneida,unitedstates
1222,Onondaga,unitedstates
1223,Onslow,unitedstates
1224,Ontario,unitedstates
1225,Ontonagon,unitedstates
1226,Orange,unitedstates
1227,Orangeburg,unitedstates
1228,Oregon,unitedstates
1229,Orleans,unitedstates
1230,Osage,unitedstates
1231,Osborne,unitedstates
1232,Osceola,unitedstates
1233,Oscoda,unitedstates
1234,Oswego,unitedstates
1235,Otero,unitedstates
1236,Otoe,unitedstates
1237,Otsego,unitedstates
1238,Ottawa,unitedstates
1239,OtterTail,unitedstates
1240,Ouachita,unitedstates
1241,Ouray,unitedstates
1242,Outagamie,unitedstates
1243,Overton,unitedstates
1244,Owen,unitedstates
1245,Owsley,unitedstates
1246,Owyhee,unitedstates
1247,Oxford,unitedstates
1248,Ozark,unitedstates
1249,Ozaukee,unitedstates
1250,Pacific,unitedstates
1251,Page,unitedstates
1252,PalmBeach,unitedstates
1253,PaloAlto,unitedstates
1254,PaloPinto,unitedstates
1255,Pamlico,unitedstates
1256,Panola,unitedstates
1257,Park,unitedstates
1258,Parke,unitedstates
1259,Parker,unitedstates
1260,Parmer,unitedstates
1261,Pasco,unitedstates
1262,Pasquotank,unitedstates
1263,Passaic,unitedstates
1264,Patrick,unitedstates
1265,Paulding,unitedstates
1266,Pawnee,unitedstates
1267,Payette,unitedstates
1268,Payne,unitedstates
1269,Peach,unitedstates
1270,PearlRiver,unitedstates
1271,Pecos,unitedstates
1272,Pembina,unitedstates
1273,Pemiscot,unitedstates
1274,PendOreille,unitedstates
1275,Pender,unitedstates
1276,Pendleton,unitedstates
1277,Pennington,unitedstates
1278,Penobscot,unitedstates
1279,Peoria,unitedstates
1280,Pepin,unitedstates
1281,Perkins,unitedstates
1282,Perquimans,unitedstates
1283,Perry,unitedstates
1284,Pershing,unitedstates
1285,Person,unitedstates
1286,Petersburg,unitedstates
1287,Petroleum,unitedstates
1288,Pettis,unitedstates
1289,Phelps,unitedstates
1290,Philadelphia,unitedstates
1291,Phillips,unitedstates
1292,Piatt,unitedstates
1293,Pickaway,unitedstates
1294,Pickens,unitedstates
1295,Pickett,unitedstates
1296,Pierce,unitedstates
1297,Pike,unitedstates
1298,Pima,unitedstates
1299,Pinal,unitedstates
1300,Pine,unitedstates
1301,Pinellas,unitedstates
1302,Pipestone,unitedstates
1303,Piscataquis,unitedstates
1304,Pitkin,unitedstates
1305,Pitt,unitedstates
1306,Pittsburg,unitedstates
1307,Pittsylvania,unitedstates
1308,Piute,unitedstates
1309,Placer,unitedstates
1310,Plaquemines,unitedstates
1311,Platte,unitedstates
1312,Pleasants,unitedstates
1313,Plumas,unitedstates
1314,Plymouth,unitedstates
1315,Pocahontas,unitedstates
1316,Poinsett,unitedstates
1317,PointeCoupee,unitedstates
1318,Polk,unitedstates
1319,Pondera,unitedstates
1320,Pontotoc,unitedstates
1321,Pope,unitedstates
1322,Poquoson,unitedstates
1323,Portage,unitedstates
1324,Porter,unitedstates
1325,Portsmouth,unitedstates
1326,Posey,unitedstates
1327,Pottawatomie,unitedstates
1328,Pottawattamie,unitedstates
1329,Potter,unitedstates
1330,PowderRiver,unitedstates
1331,Powell,unitedstates
1332,Power,unitedstates
1333,Poweshiek,unitedstates
1334,Powhatan,unitedstates
1335,Prairie,unitedstates
1336,Pratt,unitedstates
1337,Preble,unitedstates
1338,Prentiss,unitedstates
1339,Presidio,unitedstates
1340,PresqueIsle,unitedstates
1341,Preston,unitedstates
1342,Price,unitedstates
1343,PrinceEdward,unitedstates
1344,PrinceGeorge,unitedstates
1345,PrinceGeorge's,unitedstates
1346,PrinceofWales-OuterKetchi,unitedstates
1347,PrinceWilliam,unitedstates
1348,Providence,unitedstates
1349,Prowers,unitedstates
1350,Pueblo,unitedstates
1351,Pulaski,unitedstates
1352,Pushmataha,unitedstates
1353,Putnam,unitedstates
1354,Quay,unitedstates
1355,QueenAnne's,unitedstates
1356,Queens,unitedstates
1357,Quitman,unitedstates
1358,Rabun,unitedstates
1359,Racine,unitedstates
1360,Radford,unitedstates
1361,Rains,unitedstates
1362,Raleigh,unitedstates
1363,Ralls,unitedstates
1364,Ramsey,unitedstates
1365,Randall,unitedstates
1366,Randolph,unitedstates
1367,Rankin,unitedstates
1368,Ransom,unitedstates
1369,Rapides,unitedstates
1370,Rappahannock,unitedstates
1371,Ravalli,unitedstates
1372,Rawlins,unitedstates
1373,Ray,unitedstates
1374,Reagan,unitedstates
1375,Real,unitedstates
1376,RedLake,unitedstates
1377,RedRiver,unitedstates
1378,RedWillow,unitedstates
1379,Redwood,unitedstates
1380,Reeves,unitedstates
1381,Refugio,unitedstates
1382,Reno,unitedstates
1383,Rensselaer,unitedstates
1384,Renville,unitedstates
1385,Republic,unitedstates
1386,Reynolds,unitedstates
1387,Rhea,unitedstates
1388,Rice,unitedstates
1389,Rich,unitedstates
1390,Richardson,unitedstates
1391,Richland,unitedstates
1392,Richmond,unitedstates
1393,Riley,unitedstates
1394,Ringgold,unitedstates
1395,RioArriba,unitedstates
1396,RioBlanco,unitedstates
1397,RioGrande,unitedstates
1398,Ripley,unitedstates
1399,Ritchie,unitedstates
1400,Riverside,unitedstates
1401,Roane,unitedstates
1402,Roanoke,unitedstates
1403,Roberts,unitedstates
1404,Robertson,unitedstates
1405,Robeson,unitedstates
1406,Rock,unitedstates
1407,RockIsland,unitedstates
1408,Rockbridge,unitedstates
1409,Rockcastle,unitedstates
1410,Rockdale,unitedstates
1411,Rockingham,unitedstates
1412,Rockland,unitedstates
1413,Rockwall,unitedstates
1414,RogerMills,unitedstates
1415,Rogers,unitedstates
1416,Rolette,unitedstates
1417,Rooks,unitedstates
1418,Roosevelt,unitedstates
1419,Roscommon,unitedstates
1420,Roseau,unitedstates
1421,Rosebud,unitedstates
1422,Ross,unitedstates
1423,Routt,unitedstates
1424,Rowan,unitedstates
1425,Runnels,unitedstates
1426,Rush,unitedstates
1427,Rusk,unitedstates
1428,Russell,unitedstates
1429,Rutherford,unitedstates
1430,Rutland,unitedstates
1431,Sabine,unitedstates
1432,Sac,unitedstates
1433,Sacramento,unitedstates
1434,Sagadahoc,unitedstates
1435,Saginaw,unitedstates
1436,Saguache,unitedstates
1437,SaintBernard,unitedstates
1438,SaintCharles,unitedstates
1439,SaintClair,unitedstates
1440,SaintCroix,unitedstates
1441,SaintFrancis,unitedstates
1442,SaintFrancois,unitedstates
1443,SaintHelena,unitedstates
1444,SaintJames,unitedstates
1445,SaintJohntheBaptist,unitedstates
1446,SaintJohns,unitedstates
1447,SaintJoseph,unitedstates
1448,SaintLandry,unitedstates
1449,SaintLawrence,unitedstates
1450,SaintLouis,unitedstates
1451,SaintLucie,unitedstates
1452,SaintMartin,unitedstates
1453,SaintMary,unitedstates
1454,SaintMary's,unitedstates
1455,SaintTammany,unitedstates
1456,SainteGenevieve,unitedstates
1457,Salem,unitedstates
1458,Saline,unitedstates
1459,SaltLake,unitedstates
1460,Saluda,unitedstates
1461,Sampson,unitedstates
1462,SanAugustine,unitedstates
1463,SanBenito,unitedstates
1464,SanBernardino,unitedstates
1465,SanDiego,unitedstates
1466,SanFrancisco,unitedstates
1467,SanJacinto,unitedstates
1468,SanJoaquin,unitedstates
1469,SanJuan,unitedstates
1470,SanLuisObispo,unitedstates
1471,SanMateo,unitedstates
1472,SanMiguel,unitedstates
1473,SanPatricio,unitedstates
1474,SanSaba,unitedstates
1475,Sanborn,unitedstates
1476,Sanders,unitedstates
1477,Sandoval,unitedstates
1478,Sandusky,unitedstates
1479,Sangamon,unitedstates
1480,Sanilac,unitedstates
1481,Sanpete,unitedstates
1482,SantaBarbara,unitedstates
1483,SantaClara,unitedstates
1484,SantaCruz,unitedstates
1485,SantaFe,unitedstates
1486,SantaRosa,unitedstates
1487,Sarasota,unitedstates
1488,Saratoga,unitedstates
1489,Sargent,unitedstates
1490,Sarpy,unitedstates
1491,Sauk,unitedstates
1492,Saunders,unitedstates
1493,Sawyer,unitedstates
1494,Schenectady,unitedstates
1495,Schleicher,unitedstates
1496,Schley,unitedstates
1497,Schoharie,unitedstates
1498,Schoolcraft,unitedstates
1499,Schuyler,unitedstates
1500,Schuylkill,unitedstates
1501,Scioto,unitedstates
1502,Scotland,unitedstates
1503,Scott,unitedstates
1504,ScottsBluff,unitedstates
1505,Screven,unitedstates
1506,Scurry,unitedstates
1507,Searcy,unitedstates
1508,Sebastian,unitedstates
1509,Sedgwick,unitedstates
1510,Seminole,unitedstates
1511,Seneca,unitedstates
1512,Sequatchie,unitedstates
1513,Sequoyah,unitedstates
1514,Sevier,unitedstates
1515,Seward,unitedstates
1516,Shackelford,unitedstates
1517,Shannon,unitedstates
1518,Sharkey,unitedstates
1519,Sharp,unitedstates
1520,Shasta,unitedstates
1521,Shawano,unitedstates
1522,Shawnee,unitedstates
1523,Sheboygan,unitedstates
1524,Shelby,unitedstates
1525,Shenandoah,unitedstates
1526,Sherburne,unitedstates
1527,Sheridan,unitedstates
1528,Sherman,unitedstates
1529,Shiawassee,unitedstates
1530,Shoshone,unitedstates
1531,Sibley,unitedstates
1532,Sierra,unitedstates
1533,SilverBow,unitedstates
1534,Simpson,unitedstates
1535,Sioux,unitedstates
1536,Siskiyou,unitedstates
1537,Sitka,unitedstates
1538,Skagit,unitedstates
1539,Skagway-Yakutat-Angoon,unitedstates
1540,Skamania,unitedstates
1541,Slope,unitedstates
1542,Smith,unitedstates
1543,Smyth,unitedstates
1544,Snohomish,unitedstates
1545,Snyder,unitedstates
1546,Socorro,unitedstates
1547,Solano,unitedstates
1548,Somerset,unitedstates
1549,Somervell,unitedstates
1550,Sonoma,unitedstates
1551,Southampton,unitedstates
1552,SoutheastFairbanks,unitedstates
1553,Spalding,unitedstates
1554,Spartanburg,unitedstates
1555,Spencer,unitedstates
1556,Spink,unitedstates
1557,Spokane,unitedstates
1558,Spotsylvania,unitedstates
1559,Stafford,unitedstates
1560,Stanislaus,unitedstates
1561,Stanley,unitedstates
1562,Stanly,unitedstates
1563,Stanton,unitedstates
1564,Stark,unitedstates
1565,Starke,unitedstates
1566,Starr,unitedstates
1567,Staunton,unitedstates
1568,Stearns,unitedstates
1569,Steele,unitedstates
1570,Stephens,unitedstates
1571,Stephenson,unitedstates
1572,Sterling,unitedstates
1573,Steuben,unitedstates
1574,Stevens,unitedstates
1575,Stewart,unitedstates
1576,Stillwater,unitedstates
1577,Stoddard,unitedstates
1578,Stokes,unitedstates
1579,Stone,unitedstates
1580,Stonewall,unitedstates
1581,Storey,unitedstates
1582,Story,unitedstates
1583,Strafford,unitedstates
1584,Stutsman,unitedstates
1585,Sublette,unitedstates
1586,Suffolk,unitedstates
1587,Sullivan,unitedstates
1588,Sully,unitedstates
1589,Summers,unitedstates
1590,Summit,unitedstates
1591,Sumner,unitedstates
1592,Sumter,unitedstates
1593,Sunflower,unitedstates
1594,Surry,unitedstates
1595,Susquehanna,unitedstates
1596,Sussex,unitedstates
1597,Sutter,unitedstates
1598,Sutton,unitedstates
1599,Suwannee,unitedstates
1600,Swain,unitedstates
1601,SweetGrass,unitedstates
1602,Sweetwater,unitedstates
1603,Swift,unitedstates
1604,Swisher,unitedstates
1605,Switzerland,unitedstates
1606,Talbot,unitedstates
1607,Taliaferro,unitedstates
1608,Talladega,unitedstates
1609,Tallahatchie,unitedstates
1610,Tallapoosa,unitedstates
1611,Tama,unitedstates
1612,Taney,unitedstates
1613,Tangipahoa,unitedstates
1614,Taos,unitedstates
1615,Tarrant,unitedstates
1616,Tate,unitedstates
1617,Tattnall,unitedstates
1618,Taylor,unitedstates
1619,Tazewell,unitedstates
1620,Tehama,unitedstates
1621,Telfair,unitedstates
1622,Teller,unitedstates
1623,Tensas,unitedstates
1624,Terrebonne,unitedstates
1625,Terrell,unitedstates
1626,Terry,unitedstates
1627,Teton,unitedstates
1628,Texas,unitedstates
1629,Thayer,unitedstates
1630,Thomas,unitedstates
1631,Throckmorton,unitedstates
1632,Thurston,unitedstates
1633,Tift,unitedstates
1634,Tillamook,unitedstates
1635,Tillman,unitedstates
1636,Tioga,unitedstates
1637,Tippah,unitedstates
1638,Tippecanoe,unitedstates
1639,Tipton,unitedstates
1640,Tishomingo,unitedstates
1641,Titus,unitedstates
1642,Todd,unitedstates
1643,Tolland,unitedstates
1644,TomGreen,unitedstates
1645,Tompkins,unitedstates
1646,Tooele,unitedstates
1647,Toole,unitedstates
1648,Toombs,unitedstates
1649,Torrance,unitedstates
1650,Towner,unitedstates
1651,Towns,unitedstates
1652,Traill,unitedstates
1653,Transylvania,unitedstates
1654,Traverse,unitedstates
1655,Travis,unitedstates
1656,Treasure,unitedstates
1657,Trego,unitedstates
1658,Trempealeau,unitedstates
1659,Treutlen,unitedstates
1660,Trigg,unitedstates
1661,Trimble,unitedstates
1662,Trinity,unitedstates
1663,Tripp,unitedstates
1664,Troup,unitedstates
1665,Trousdale,unitedstates
1666,Trumbull,unitedstates
1667,Tucker,unitedstates
1668,Tulare,unitedstates
1669,Tulsa,unitedstates
1670,Tunica,unitedstates
1671,Tuolumne,unitedstates
1672,Turner,unitedstates
1673,Tuscaloosa,unitedstates
1674,Tuscarawas,unitedstates
1675,Tuscola,unitedstates
1676,Twiggs,unitedstates
1677,TwinFalls,unitedstates
1678,Tyler,unitedstates
1679,Tyrrell,unitedstates
1680,Uinta,unitedstates
1681,Uintah,unitedstates
1682,Ulster,unitedstates
1683,Umatilla,unitedstates
1684,Unicoi,unitedstates
1685,Union,unitedstates
1686,Upshur,unitedstates
1687,Upson,unitedstates
1688,Upton,unitedstates
1689,Utah,unitedstates
1690,Uvalde,unitedstates
1691,ValVerde,unitedstates
1692,Valdez-Cordova,unitedstates
1693,Valencia,unitedstates
1694,Valley,unitedstates
1695,VanBuren,unitedstates
1696,VanWert,unitedstates
1697,VanZandt,unitedstates
1698,Vance,unitedstates
1699,Vanderburgh,unitedstates
1700,Venango,unitedstates
1701,Ventura,unitedstates
1702,Vermilion,unitedstates
1703,Vermillion,unitedstates
1704,Vernon,unitedstates
1705,Victoria,unitedstates
1706,Vigo,unitedstates
1707,Vilas,unitedstates
1708,Vinton,unitedstates
1709,VirginiaBeach,unitedstates
1710,Volusia,unitedstates
1711,Wabash,unitedstates
1712,Wabasha,unitedstates
1713,Wabaunsee,unitedstates
1714,WadeHampton,unitedstates
1715,Wadena,unitedstates
1716,Wagoner,unitedstates
1717,Wahkiakum,unitedstates
1718,Wake,unitedstates
1719,Wakulla,unitedstates
1720,Waldo,unitedstates
1721,Walker,unitedstates
1722,WallaWalla,unitedstates
1723,Wallace,unitedstates
1724,Waller,unitedstates
1725,Wallowa,unitedstates
1726,Walsh,unitedstates
1727,Walthall,unitedstates
1728,Walton,unitedstates
1729,Walworth,unitedstates
1730,Wapello,unitedstates
1731,Ward,unitedstates
1732,Ware,unitedstates
1733,Warren,unitedstates
1734,Warrick,unitedstates
1735,Wasatch,unitedstates
1736,Wasco,unitedstates
1737,Waseca,unitedstates
1738,Washakie,unitedstates
1739,Washburn,unitedstates
1740,Washington,unitedstates
1741,Washita,unitedstates
1742,Washoe,unitedstates
1743,Washtenaw,unitedstates
1744,Watauga,unitedstates
1745,Watonwan,unitedstates
1746,Waukesha,unitedstates
1747,Waupaca,unitedstates
1748,Waushara,unitedstates
1749,Wayne,unitedstates
1750,Waynesboro,unitedstates
1751,Weakley,unitedstates
1752,Webb,unitedstates
1753,Weber,unitedstates
1754,Webster,unitedstates
1755,Weld,unitedstates
1756,Wells,unitedstates
1757,WestBatonRouge,unitedstates
1758,WestCarroll,unitedstates
1759,WestFeliciana,unitedstates
1760,Westchester,unitedstates
1761,Westmoreland,unitedstates
1762,Weston,unitedstates
1763,Wetzel,unitedstates
1764,Wexford,unitedstates
1765,Wharton,unitedstates
1766,Whatcom,unitedstates
1767,Wheatland,unitedstates
1768,Wheeler,unitedstates
1769,White,unitedstates
1770,WhitePine,unitedstates
1771,Whiteside,unitedstates
1772,Whitfield,unitedstates
1773,Whitley,unitedstates
1774,Whitman,unitedstates
1775,Wibaux,unitedstates
1776,Wichita,unitedstates
1777,Wicomico,unitedstates
1778,Wilbarger,unitedstates
1779,Wilcox,unitedstates
1780,Wilkes,unitedstates
1781,Wilkin,unitedstates
1782,Wilkinson,unitedstates
1783,Will,unitedstates
1784,Willacy,unitedstates
1785,Williams,unitedstates
1786,Williamsburg,unitedstates
1787,Williamson,unitedstates
1788,Wilson,unitedstates
1789,Winchester,unitedstates
1790,Windham,unitedstates
1791,Windsor,unitedstates
1792,Winkler,unitedstates
1793,Winn,unitedstates
1794,Winnebago,unitedstates
1795,Winneshiek,unitedstates
1796,Winona,unitedstates
1797,Winston,unitedstates
1798,Wirt,unitedstates
1799,Wise,unitedstates
1800,Wolfe,unitedstates
1801,Wood,unitedstates
1802,Woodbury,unitedstates
1803,Woodford,unitedstates
1804,Woodruff,unitedstates
1805,Woods,unitedstates
1806,Woodson,unitedstates
1807,Woodward,unitedstates
1808,Worcester,unitedstates
1809,Worth,unitedstates
1810,Wrangell-Petersburg,unitedstates
1811,Wright,unitedstates
1812,Wyandot,unitedstates
1813,Wyandotte,unitedstates
1814,Wyoming,unitedstates
1815,Wythe,unitedstates
1816,Yadkin,unitedstates
1817,Yakima,unitedstates
1818,Yalobusha,unitedstates
1819,Yamhill,unitedstates
1820,Yancey,unitedstates
1821,Yankton,unitedstates
1822,Yates,unitedstates
1823,Yavapai,unitedstates
1824,Yazoo,unitedstates
1825,Yell,unitedstates
1826,YellowMedicine,unitedstates
1827,Yellowstone,unitedstates
1828,Yoakum,unitedstates
1829,Yolo,unitedstates
1830,York,unitedstates
1831,Young,unitedstates
1832,Yuba,unitedstates
1833,Yukon-Koyukuk,unitedstates
1834,Yuma,unitedstates
1835,Zapata,unitedstates
1836,Zavala,unitedstates
1837,Ziebach,unitedstates
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
